FIPSST,NAMEPCAP,Number of Records,PSTATABB,STBMPR,STC2ERTA,STCCO2RT,STCCO2R,STCH4AN,STCH4CRT,STCH4RTA,STCLPR,STCNOXRT,STCNOXR,STCNPR,STCNXORT,STCNXOR,STCO2AN,STCO2CRT,STCO2EQA,STCO2RA,STCO2RTA,STCSO2RT,STCSO2R,STCYPR,STFSC2RT,STFSC2R,STFSNORT,STFSNOR,STFSNXRT,STFSNXR,STFSS2RT,STFSS2R,STGCO2RT,STGCO2R,STGENABM,STGENACL,STGENACN,STGENACY,STGENAGS,STGENAGT,STGENAHY,STGENANC,STGENAOF,STGENAOL,STGENAOP,STGENASO,STGENATH,STGENATN,STGENATR,STGENAWI,STGNOXRT,STGNOXR,STGNXORT,STGNXOR,STGSO2RT,STGSO2R,STGSPR,STGTPR,STHTIANT,STHTIAN,STHTIOZT,STHTIOZ,STHYPR,STN2OAN,STN2OCRT,STN2ORTA,STNBCH4,STNBCO2,STNBN2O,STNBNOX,STNBNXO,STNBSO2,STNCPR,STNGENAN,STNGENOZ,STNOXAN,STNOXCRO,STNOXCRT,STNOXOZ,STNOXRA,STNOXRO,STNOXRTA,STNOXRTO,STOCO2RT,STOCO2R,STOFPR,STOLPR,STONOXRT,STONOXR,STONXORT,STONXOR,STOPPR,STOSO2RT,STOSO2R,STSO2AN,STSO2CRT,STSO2RA,STSO2RTA,STSOPR,STTHPR,STTNPR,STTRPR,STWIPR
30,7011.7,1,MT,0.042994134,1302.444,2414.679,209.936,4114465.4,244.893,135.981,51.489236393,2.479,0.216,44.473249347,2.526,0.221,19566329.31,2329.176,19704425.686,206.835,1293.316,1.905,0.166,55.526750653,2368.339,207.324,2.49,0.216,2.438,0.213,1.823,0.16,1382.073,119.428,13009,15579415.51,13456545.08,16801071.077,515453.876,0,11482751,0,9.806,428368.885,264814,0,1986803.08,16788062.077,13469554.08,1973794.08,2.32,0.2,2.443,0.122,0.013,0.001,1.703550846,0,319687999.737,189197877.735,133296100.677,74759707.674,37.949952635,612222.509,36.439,20.234,454.749,2194.927,66.171,2.437,2.516,1.939,0,30257616.001,12622434.779,20193.627,2.303,2.404,8069.121,0.213,0.216,1.335,1.279,1849.287,225.447,3.240836935e-05,1.415739042,1.001,0.122,0.95,0.117,0.875197830,0.987,0.12,15063.597,1.793,0.159,0.996,0,6.566290846,55.483756519,44.516243481,6.523296712
37,45383.3,1,NC,1.987482320,986.585,1947.092,204.788,13214880.952,161.922,104.654,38.426204526,1.465,0.154,36.308502827,1.372,0.143,61856262.677,1515.855,62288821.307,171.863,979.734,1.556,0.164,63.691497173,1601.143,177.762,0.899,0.102,1.033,0.115,1.017,0.113,962.276,119.251,2546700.801,49238196.915,46524636.87,81612392.332,28737608.197,0,4834092.24,40967020,313277.65,458733.769,317875,723524.63,3270225.431,120032711.531,8104317.671,0,0.225,0.028,0.162,0.021,0.026,0.003,22.427247124,0,1200493741.163,719831375.161,527635028.465,318680293.461,3.772595845,1905777.041,23.352,15.093,279.445,1469.078,40.161,0.975,0.827,0.879,31.971257844,126271599.062,56174850.693,43456.111,0.963,1.065,17476.333,0.121,0.11,0.688,0.622,2144.025,146.595,0.244486431,0.358002501,5.742,0.393,2.607,0.176,0.248074270,1.018,0.07,43435.036,1.064,0.121,0.688,0.564649137,2.552131458,93.675272697,6.324727303,0
38,8672.6,1,ND,0.007273224,1822.312,2395.736,217.369,7396551.647,266.747,202.854,75.129413564,3.399,0.308,23.952746389,3.425,0.309,32978634.418,2378.661,33223033.793,216.649,1808.907,3.689,0.335,76.047253611,2385.459,216.774,3.394,0.309,3.375,0.307,3.661,0.333,1032.536,118.86,2652,27394068.217,8733772,27728735.715,234654.802,0,2531360,0,40143.241,25777.455,31440,0,6205064,27726083.715,8736424,6202412,0.122,0.014,0.027,0.015,0.005,0.001,0.643550915,0,387800023.028,304442858.028,150541080.487,118365159.488,6.942363975,1075713.436,38.794,29.502,535.561,2381.626,77.787,4.318,4.64,3.755,0,36462507.669,14166705.351,46631.84,3.389,3.363,18253.446,0.306,0.308,2.558,2.577,4260.17,163.326,0.110094570,0.070695782,27.735,1.063,27.661,1.06,0.086225556,12.671,0.486,50584.863,3.649,0.332,2.775,0,17.017655638,76.039980387,23.960019613,17.010382414
31,9644.1,1,NE,0.162777530,1403.77,2177.411,209.68,6305348.662,247.905,159.908,63.204300123,1.967,0.189,35.496206362,1.899,0.183,27467790.656,2159.878,27676116.815,207.862,1393.203,4.923,0.474,64.503793638,2165.361,208.442,1.88,0.181,1.954,0.188,4.858,0.468,1260.058,119.295,64185.033,24922174.99,13996558.22,25434580.075,405707.547,0,1157781,10101838,0,42512.505,0,0,2801124.253,35472233.042,3958905.253,2736939.22,0.78,0.074,0.783,0.075,0.022,0.002,1.028901433,0,406984081.21,264289047.209,174769905.789,114651928.788,2.936209935,916903.213,36.049,23.253,502.505,2162.574,72.983,2.237,2.16,4.995,25.618935787,39431137.998,16925088.455,25213.334,1.93,1.983,10532.789,0.191,0.184,1.279,1.245,3855.421,163.326,0,0.107814552,29.187,1.236,21.234,1.063,0,10.438,0.442,61637.945,4.847,0.466,3.126,0,7.103838170,89.959951895,10.040048105,6.941060640
33,4673.8,1,NH,7.886050596,384.538,2078.85,205.165,2090123.889,275.844,106.975,6.709858731,2.911,0.287,61.218989719,3.255,0.284,3691522.009,974.378,3756629.846,100.46,377.874,1.811,0.179,38.781010281,1151.505,142.878,0.19,0.025,0.716,0.089,0.486,0.06,887.359,120.489,1540807.712,1310998.7,11961208,7577186.957,4388291.442,0,1381362,10168265,49639.271,287449.832,0,0,1952388.712,16204644.245,3333750.712,411581,0.093,0.013,0.085,0.012,0.007,0.001,22.459835885,0,196894208.631,73492319.632,83253532.089,28856067.084,7.069987085,278463.776,36.75,14.252,387.376,1160.188,52.806,1.127,0.514,1.023,52.042478527,19538394.984,8335017.012,3951.733,0.594,1.043,959.33,0.108,0.066,0.405,0.23,1988.637,150.867,0.254060127,1.471204941,2.646,0.201,1.686,0.107,0,4.851,0.368,2893.492,0.764,0.079,0.296,0,9.992574704,82.937438212,17.062561788,2.106524108
34,27095.3,1,NJ,1.495458195,556.56,2009.306,176.39,2699755.513,77.753,40.404,3.766315184,1.377,0.121,47.663371829,1.2,0.105,18512129.099,1066.294,18594472.852,123.044,554.096,1.132,0.099,52.007695957,1054.741,127.787,0.401,0.047,0.403,0.049,0.129,0.016,941.026,119.476,998426.33,2514539.195,31821929.6,34722370.153,30104013.293,0,-219608,31507121,537502.805,465257.53,102631,511561.6,1532842.93,65231064.823,1313234.93,22855,0.284,0.036,0.296,0.036,0.01,0.001,45.090250565,0,650386734.159,300901497.584,268580363.927,137232608.481,0,348363.361,10.033,5.214,102.413,1127.218,13.278,0.593,0.59,0.172,47.191846703,66819245.204,27937571.993,10573.821,0.635,0.609,4606.839,0.07,0.067,0.316,0.33,1766.96,136.489,0.805079905,0.696869829,3.515,0.272,3.286,0.193,0.153722278,0.859,0.066,2434.691,0.14,0.016,0.073,0.766224772,2.295915535,97.704084465,1.966983321,0.034232568
35,11368.4,1,NM,0.043891623,1692.491,2197.867,207.971,5365411.465,182.443,166.083,63.009713739,4.037,0.382,8.967256902,4.053,0.379,27162310.412,1847.234,27338429.025,184.197,1681.588,1.174,0.111,91.032743098,1847.234,184.197,2.988,0.298,3.075,0.307,0.821,0.082,1042.937,118.645,14179.428,20355631.4,2896921.21,29408623.748,8975656.138,8736,98381,0,0,63156.782,0,515054.21,2812719.638,29394444.32,2911100.638,2274750,0.87,0.099,0.798,0.092,0.01,0.001,27.783639464,0.027041797,322476639.246,294926922.244,142551884.804,131975444.804,0.304532860,772785.755,26.278,23.921,296.071,1657.703,42.283,2.908,2.781,0.715,0,32305545.001,14284101.042,45223.078,3.026,3.075,19677.001,0.307,0.298,2.8,2.755,2674.89,163.325,0,0.195498272,17.059,1.042,16.844,1.033,0,7.718,0.471,12065.666,0.821,0.082,0.747,1.594321379,8.706615665,90.988851475,9.011148525,7.041360865
32,19705.1,1,NV,0.068623745,968.447,2222.419,209.729,2123037.248,72.287,59.301,18.289601194,2.539,0.24,17.964862951,2.625,0.246,17268190.306,1175.93,17335693,145.911,964.676,3.093,0.292,82.035137049,1167.619,145.511,0.964,0.12,0.968,0.121,0.694,0.087,864.239,118.643,24568,6547863.6,6431604,29369415.009,22761837.139,2728788,2389000,0,5151.38,15029.89,14965,1013682,4067172,29344847.009,6456172,300134,0.516,0.071,0.519,0.071,0.004,0.001,63.578740966,7.622095894,296753925.145,236694687.145,139188737.778,113858424.772,6.672994418,291682.604,9.932,8.147,133.154,1144.085,18.16,0.904,0.895,0.539,0,35801018.998,16880656.856,14437.66,1,0.983,6925.994,0.122,0.122,0.807,0.821,-140.309,163.321,0.014388920,0.041981738,-2.763,3.216,-2.563,3.207,0.041800486,-0.247,0.288,10623.474,0.723,0.09,0.593,2.831433373,11.360492278,81.966513304,18.033486696,0.838339266
36,50627.6,1,NY,1.759644732,523.841,2102.731,206.876,5008632.912,78.077,37.476,3.356195681,2.611,0.257,53.114541637,1.983,0.19,34851025.381,1086.545,35005293.088,123.031,521.532,6.549,0.644,46.885458363,1150.882,128.335,0.469,0.052,0.614,0.068,0.693,0.077,1043.656,119.795,2407602.16,4592054.193,72673013.39,64150182.576,54113043.431,0,25595572.24,43038624,901624.395,2135858.397,0,70410,6446419.31,104781204.416,32041991.55,3968407.15,0.381,0.044,0.363,0.041,0.047,0.005,39.549612220,0,1303181506.017,566540169.018,556938885.491,252113995.497,18.707041638,655981.067,10.226,4.908,120.594,1260.291,16.035,0.881,0.687,0.977,31.455648800,133648655.493,57141330.761,27895.629,0.764,0.87,10477.964,0.098,0.083,0.417,0.367,1367.649,127.399,0.658970424,1.561035307,1.165,0.109,0.728,0.066,0,1.852,0.173,21144.742,0.659,0.075,0.316,0.051460573,4.711495931,76.581462431,23.418537569,2.900390626
39,44230.8,1,OH,0.608597153,1610.333,2104.764,206.442,22886922.211,196.43,170.183,66.830220671,1.863,0.183,13.361992760,1.719,0.167,107527606.05,1845.738,108282178.403,191.297,1599.111,6.806,0.668,86.638007240,1860.563,192.584,1.347,0.139,1.504,0.156,5.388,0.558,882.146,118.553,818467.214,89876109.747,17969773.49,116514459.607,23635609.054,0,478007.22,16284440,936764.939,1247508.653,0,53908.27,2025793.484,131980432.393,2503800.704,1153418,0.119,0.016,0.124,0.016,0.005,0.001,17.575003783,0,1310596765.111,1124193138.111,554878679.527,469402868.527,0.355437369,3318338.546,28.48,24.675,411.28,1928.843,59.813,1.827,1.638,8.555,12.108809802,134484232.266,56715800.942,91402.905,1.402,1.569,34457.455,0.163,0.147,1.359,1.215,2887.051,207.554,0.696561164,0.927624469,1.601,0.115,1.064,0.081,0,4.175,0.3,313246.475,5.377,0.557,4.658,0.040085197,1.506342742,98.138219889,1.861780111,0.857660391
40,31554,1,OK,0.483322738,1362.934,2234.99,204.713,8405593.895,147.736,120.073,42.719101468,1.949,0.178,18.723764085,1.851,0.171,47430123.004,1667.257,47705251.104,172.942,1355.074,4.766,0.437,81.272980537,1679.013,173.638,1.303,0.136,1.394,0.144,2.696,0.279,956.363,118.841,338355.115,29905951.775,13107766,56895996.241,26641474.39,0,1322675,0,-2278.961,12493.922,0,0,12123446.115,56557641.126,13446121.115,11785091,0.671,0.083,0.584,0.073,0.005,0.001,38.055964789,0,674170800.281,548509796.286,298449979.651,250454924.649,1.889372656,1205608.796,21.19,17.222,280.156,1641.18,39.936,1.419,1.32,2.589,0,70003762.499,31196241.022,39470.566,1.342,1.387,17012.938,0.144,0.136,1.128,1.091,1708.542,163.326,0,0.017846920,28.816,2.755,28.885,2.758,0,2.693,0.257,76340.819,2.684,0.278,2.181,0,17.317714167,80.789657799,19.207086823,16.834391429
41,19744.8,1,OR,1.901239219,311.806,2098.775,209.76,1710318.148,100.101,28.453,5.311179278,2.093,0.209,71.575887086,2.057,0.207,9317739.159,1090.689,9371444.824,126.563,310.019,4.644,0.464,28.424112914,1163.698,139.083,0.726,0.083,0.719,0.086,0.945,0.113,926.601,116.532,1142850.336,3192593,43024847.05,17085965.127,12697633.88,183467,35261936,0,43003.932,9883.979,0,24042.05,8905761.386,15943114.791,44167697.386,7555402,0.37,0.047,0.392,0.046,0.007,0.001,21.123710394,0.305214642,556408818.247,147242518.245,225300015.853,59247952.859,58.661553093,230628.224,13.498,3.837,187.557,1035.326,25.217,0.729,0.747,0.747,0,60110811.966,24045181.854,9563.999,1.133,1.12,3870.222,0.13,0.131,0.318,0.322,0,0,0.071541093,0.016442930,0,0,0,0,0,0,0,7794.65,0.912,0.106,0.259,0.039996216,14.815573211,26.522873695,73.477126305,12.569123135
42,59364.1,1,PA,1.109871488,995.541,2090.965,207.737,20508739.346,150.094,92.781,35.733038779,2.965,0.295,38.184435202,2.742,0.27,109308570.704,1599.957,110028991.649,173.6,989.022,6.826,0.678,61.815564798,1616.117,177.134,1.592,0.176,1.852,0.203,4.083,0.447,896.926,118.851,2453300.916,78985628.257,84404285.42,136639406.79,53026191.108,0,2062504,78714659,1376238.142,798048.367,0,62392.42,6080423.336,212900764.874,8142927.336,3564730,0.104,0.014,0.096,0.013,0.006,0.001,23.989008950,0,2142256624.648,1259318224.65,895331958.133,529730832.133,0.933075257,3258757.696,23.849,14.743,279.717,1596.805,44.474,2.056,1.741,4.395,35.610452492,221043691.598,92554527.661,131571.898,1.686,1.926,48219.39,0.209,0.182,1.19,1.042,1548.847,129.091,0.622609100,0.361036481,3.158,0.263,2.502,0.209,0,0.802,0.067,275665.301,4.035,0.438,2.494,0.028226284,2.750778941,96.316145801,3.683854199,1.612681169
44,2391,1,RI,3.312580792,893.664,0,0,105997.272,17.052,16.988,0,0,0,0.379570200,0,0,2785267.83,896.162,2788087.42,115.872,892.76,0,0,99.620429800,926.986,119.336,0.169,0.022,0.24,0.031,0.014,0.002,925.399,119.224,206694.39,0,23683.96,6215994.496,5935766.492,0,3963.96,0,0,73533.614,0,9803,226414.39,6009300.106,230378.35,9917,0.175,0.023,0.164,0.021,0.009,0.001,95.129364980,0,48300332.357,48075096.357,26766336.734,26672851.734,0.063528274,11010.437,1.771,1.765,35.001,921.204,3.629,0.262,0.176,0.019,0,6239678.499,3438907.58,838.581,0.194,0.27,332.964,0.035,0.025,0.269,0.194,1819.176,163.326,0,1.178484028,36.942,3.317,36.969,3.316,0,3.23,0.29,76.921,0.025,0.003,0.025,0.157107455,3.628622718,96.307849008,3.692150992,0.158934472
45,30335.3,1,SC,2.509004490,737.778,2058.405,203.92,8026421.804,186.442,82.612,29.759946545,0.966,0.096,55.690431872,0.954,0.093,35581834.945,1653.028,35840698.448,176.76,732.45,1.772,0.176,44.309568128,1737.446,184.609,0.72,0.076,0.758,0.081,1.285,0.137,918.393,119.807,2437710.26,28914307.377,54107969,43050496.434,11406639.966,0,1684631,52418553,46265.08,245573.751,0,4785,2442495.26,93031339.174,4127126.26,0,0.218,0.028,0.15,0.02,0.043,0.006,11.740243030,0,975332063.06,402599669.052,414480687.621,190084968.622,1.733900379,1174252.158,27.276,12.086,303.729,1553.123,44.289,0.713,0.656,1.21,53.951606549,97158465.241,41158706.01,16861.28,0.825,0.783,7524.2,0.084,0.079,0.347,0.366,3972.47,163.326,0.047618167,0.252755897,29.753,1.223,12.892,3.179,0,11.326,0.466,28206.579,1.31,0.14,0.581,0.004924944,2.513929434,95.752170188,4.247829812,0
46,4587,1,SD,0,622.785,2340.411,209.76,725853.981,229.647,66.015,24.457999730,7.804,0.699,71.253628501,7.617,0.693,3399901.425,2151.338,3423832.796,198.79,618.432,10.284,0.922,28.746371499,2151.338,198.79,6.319,0.6,6.716,0.621,8.77,0.81,1053.198,119.173,0,2689215.7,7834507.26,3160732.456,464817.255,0,5498214.26,0,0,6699.501,0,0,2336293,3160732.456,7834507.26,2336293,0.355,0.04,0.25,0.03,0.021,0.002,4.227440847,0,108712146.879,34205981.877,44708896.185,13602642.184,50.005405994,105225.188,33.291,9.57,310.872,1765.737,44.519,4.495,3.929,5.684,0,10995239.493,4562005.886,10612.984,6.222,6.716,4079.538,0.621,0.6,1.93,1.788,3659.778,163.326,0,0.060930923,24.519,1.094,53,1.206,0,10.842,0.484,13860.014,8.77,0.81,2.521,0,21.248222507,28.746371499,71.253628501,21.248222507
47,27143.3,1,TN,1.336208216,1072.917,2192.732,206.895,8999701.689,207.611,113.194,45.121352060,0.985,0.093,45.477939688,1.001,0.093,42356033.255,1954.197,42652132.833,195.797,1065.468,3.011,0.284,54.522060312,2005.265,197.784,0.858,0.085,0.871,0.086,2.582,0.255,880.348,119.282,1062377.553,35874582.278,36158094,43348792.741,6199617.767,0,8409467,27670006,26453.608,185127.364,634.171,27481,1140998.553,69956421.188,9550465.553,51140,0.186,0.025,0.145,0.02,0.007,0.001,7.797585871,0,807576225.058,432653405.056,348182255.936,205234215.936,10.577029670,1316877.158,30.379,16.563,386.437,1952.161,56.232,0.87,0.826,2.918,34.802024245,79506885.795,34159212.237,19108.446,0.955,0.882,8889.162,0.088,0.087,0.481,0.52,1652.289,164.718,0.033272096,0.232844438,31.748,3.165,31.774,3.169,0.000797630,2.916,0.291,54968.138,2.536,0.254,1.383,0.034564301,1.435093990,87.987876341,12.012123659,0.064321472
48,171075.2,1,TX,0.413540444,1190.438,2237.399,212.588,37686790.44,105.431,86.033,33.887021023,1.297,0.123,18.250531893,1.329,0.125,259515373.168,1452.012,260736899.752,165.652,1184.86,4.601,0.437,81.749468107,1469.749,167.159,0.8,0.089,0.801,0.091,1.964,0.223,899.181,119.762,1808238.871,148173726.42,79801919.38,357456127.943,204531890.847,0,379588,39287443,2283211.986,278032.622,381027.197,256890.31,41943127.251,394935332.072,42322715.251,39877998.07,0.433,0.058,0.424,0.054,0.006,0.001,46.776015238,0,3928926323.262,3133264595.262,1853330041.139,1521720803.142,0.086810981,5336891.694,14.93,12.183,167.4,1384.362,23.278,0.743,0.735,1.76,8.984955964,438052226.109,203399996.945,147530.087,0.835,0.825,69301.693,0.094,0.091,0.674,0.681,1283.797,224.9,0.522165801,0.063585479,3.536,0.619,3.465,0.608,0.087140122,6.564,1.15,348425.936,1.949,0.222,1.591,0.058750276,9.592305392,90.320883627,9.679116373,9.120014672
49,10578.3,1,UT,0.165652510,1783.837,2081.076,205.16,8166905.116,194.599,186.525,76.229414329,3.198,0.315,4.148933831,3.132,0.31,38780765.838,1848.114,39052224.112,190.834,1771.437,1.735,0.171,95.851066169,1850.277,191.155,2.493,0.258,2.592,0.268,1.39,0.144,922.065,118.025,72530.166,33376687.52,1816591,41967934.716,8376420.037,521582,632823,0,3575.392,24317.601,114404,2235,1256298.166,41895404.55,1889121.166,659951,0.155,0.02,0.161,0.02,0.005,0.001,19.131005532,1.191247345,424658681.496,406433806.807,190987806.649,182759023.985,1.445311990,1198101.749,28.548,27.364,244.227,1479.364,34.661,1.454,1.376,0.837,0,43784525.997,19728130.232,55165.747,2.531,2.629,23930.827,0.271,0.262,2.52,2.426,1950.032,163.324,0.008165880,0.055539259,40.371,3.381,40.269,3.384,0.261288659,3.452,0.289,29271.136,1.395,0.144,1.337,0.005104543,2.869274351,95.685413659,4.314586341,1.507269953
51,33491.4,1,VA,4.971505332,883.615,1976.478,196.918,8251390.46,174.608,106.682,26.870454313,1.636,0.163,38.567029872,1.568,0.154,33907673.103,1435.044,34171818.506,152.261,876.784,2.597,0.259,60.993919280,1536.476,166.916,0.94,0.102,1.058,0.115,1.486,0.161,982.689,120.57,3851803.245,20818584.354,29880810.92,47256627.626,20881565.704,0,-340166.08,30220977,499767.358,1204906.965,0,0,3851803.245,73625801.381,3511637.165,0,0.309,0.038,0.276,0.034,0.102,0.013,26.951744062,0,770555773.117,445388676.483,324715780.259,192721714.29,0,1170182.825,24.762,15.129,303.994,1344.34,42.947,1.038,0.9,2.273,39.006080720,77345531.756,32511704.902,28358.67,1.124,1.2,11166.929,0.127,0.116,0.733,0.687,1674.668,162.423,0.645047508,1.555168065,3.561,0.345,3.767,0.341,0,0.32,0.031,33404.357,1.414,0.15,0.864,0,4.971505332,95.028494668,4.532454484,0
50,1303.3,1,VT,6.444478715,22.969,0,0,446683.631,969.692,63.587,0,0,0,93.442526570,0,0,66888.848,290.414,80676.847,25.45,19.044,0,0,6.557473430,3207.389,162.4,7.802,0.058,7.801,0.395,4.436,0.225,0,0,452707.423,0,6564088,460645,2464.52,0,1175321,5060582,0,5473.057,0,16875,780892.423,5068519.577,1956213.423,311310,0,0,0,0,0,0,0.035083469,0,72484045.378,5256527.375,30224179.527,1973216.525,16.731183947,58695.621,127.421,8.356,2158.275,501.694,284.148,1.474,1.369,0.701,72.039492462,7024733.008,2913465.67,425.62,1.685,1.848,160.914,0.162,0.163,0.121,0.11,3207.389,162.4,0,0.077911246,7.801,0.395,7.802,0.058,0,4.436,0.225,59.771,0.26,0.023,0.017,0.240222653,11.116328877,72.152487176,27.847512824,4.431627508
53,33789.8,1,WA,1.582183243,225.837,2436.889,209.76,2754726.278,136.982,23.692,5.779464704,2.253,0.194,82.704313671,2.195,0.194,13039063.387,1296.766,13129313.787,148.351,224.285,0.909,0.078,17.295686329,1425.925,163.761,0.792,0.092,0.908,0.104,0.341,0.039,830.367,118.745,1839644.054,6719928.253,96162375.33,20110127.35,11058815.331,0,79458391.33,9497321,401964.985,23540.727,66234,729,9046307.054,27767804.296,88504698.384,7205934,0.114,0.016,0.119,0.016,0.006,0.001,9.511118344,0,1099350439.675,175786252.666,487446842.878,72230642.865,68.338076070,395650.233,19.674,3.403,260.137,1369.092,37.58,0.967,0.821,0.441,8.168157373,116272503.358,51653721.39,9586.436,0.794,0.953,3547.475,0.109,0.098,0.165,0.137,1651.192,149.24,0.345709412,0.020246169,19.554,1.767,16.654,1.509,0.056964457,1.768,0.16,4369.976,0.435,0.05,0.075,0.000626975,7.780263472,23.881660458,76.118339542,6.197453253
55,23300.6,1,WI,2.692256289,1525.5,2238.444,208.17,10164501.916,214.007,166.608,61.357873284,1.11,0.103,22.181124969,1.099,0.102,46199117.555,1945.386,46534194.356,190.354,1514.515,2.236,0.208,77.818875031,2009.57,197.208,0.954,0.093,0.971,0.095,1.884,0.185,881.001,120.08,1643196.098,37449264.536,13538064.02,47496099.212,8024265.719,0,2471773.02,9447096,29528.978,317635.881,32208,1194,3262391.098,55299999.114,5734164.118,1618001,0.257,0.035,0.226,0.031,0.12,0.016,13.147170853,0,622546795.53,485403234.785,271525269.189,210622286.822,4.049818805,1473222.769,31.018,24.148,383.828,1815.981,55.335,1.073,1.035,1.838,15.478373913,61008457.569,26478219.918,26600.12,1.087,1.12,11203.167,0.11,0.106,0.872,0.846,1914.469,141.65,0.048381065,0.520423095,2.236,0.165,1.163,0.088,0.052770446,3.052,0.226,45583.73,1.919,0.188,1.494,0.001956281,5.345188539,90.604992656,9.395007344,2.650975969
54,19024.7,1,WV,0,1991.342,2049.527,207.694,18397242.778,236.882,228.942,95.595110604,1.837,0.186,3.351715421,1.848,0.186,79396883.002,2044.62,80009680.133,206.849,1976.09,2.469,0.25,96.648284579,2044.62,206.849,1.839,0.185,1.828,0.185,2.449,0.248,1432.354,119.823,0,76817906.04,2693357,77664211.033,653301.699,0,1241974,0,30877.901,162125.393,0,0,1451383,77664211.033,2693357,1451383,0.649,0.054,0.683,0.051,0.016,0.001,0.812993368,0,793293828.397,767679995.399,326954143.65,320029625.65,1.545559467,2707265.044,34.859,33.69,469.856,2062.713,68.953,1.777,1.763,3.963,0,80357567.778,32933561.992,70966.712,1.861,1.828,29614.5,0.185,0.185,1.766,1.798,0,0,0.038425629,0.201754977,0,0,0,0,0,0,0,95102.701,2.449,0.248,2.367,0,1.806155955,96.648284579,3.351715421,1.806155955
56,13269.3,1,WY,0,2012.743,2267.739,209.651,11164763.595,251.336,224.66,87.348057900,1.94,0.179,10.613425039,1.932,0.179,49643934.329,2235.12,50012815.245,208.517,1997.897,1.745,0.161,89.386574961,2239.001,208.731,1.92,0.179,1.925,0.179,1.714,0.16,682.739,116.945,0,43408650.866,5274467.15,44421716.039,557121.391,0,868710.15,0,336767.636,45123.24,74052.906,0,4405757,44421716.039,5274467.15,4405757,1.128,0.193,1.134,0.192,0.009,0.002,1.121054687,0,526339729.193,476160913.194,212453307.715,196011580.718,1.748041991,1623554.182,36.549,32.67,502.46,2234.14,73.062,2.087,2.094,1.867,0,49696183.631,20037933.751,42688.764,1.959,1.922,17543.374,0.179,0.179,1.718,1.751,1716.076,163.325,0.677652919,0.090798200,33.659,3.203,33.558,3.204,0.149011254,3.043,0.29,37992.094,1.711,0.16,1.529,0,8.865383048,89.386574961,10.613425039,8.865383048
