SEQGEN14,PSTATABB,PNAME,ORISPL,GENID,NUMBLR,GENSTAT,PRMVR,FUELG1,NAMEPCAP,CFACT, GENNTAN , GENNTOZ ,GENERSRC,GENYRONL,GENYRRET,,
20570,TX,Channel Energy Center LLC,55299,CTG2,0,OP,CT,NG,215.0,0.435," 819,146 "," 315,038 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2002,,,
20571,TX,Channel Energy Center LLC,55299,CTG3,0,OP,CT,NG,208.8,0.435," 795,524 "," 305,953 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2014,,,
20572,TX,Channel Energy Center LLC,55299,ST-1,3,OP,CA,NG,285.0,0.246," 613,624 "," 259,902 ",EIA-923 Generator File,2002,,,
20573,TX,Channelview Cogeneration Plant,55187,GT1,0,OP,CT,NG,192.1,0.761," 1,280,895 "," 538,806 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2002,,,
20574,TX,Channelview Cogeneration Plant,55187,GT2,0,OP,CT,NG,192.1,0.761," 1,280,895 "," 538,806 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2002,,,
20575,TX,Channelview Cogeneration Plant,55187,GT3,0,OP,CT,NG,192.1,0.761," 1,280,895 "," 538,806 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2002,,,
20576,TX,Channelview Cogeneration Plant,55187,GT4,0,OP,CT,NG,192.1,0.761," 1,280,895 "," 538,806 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2001,,,
20577,TX,Channelview Cogeneration Plant,55187,ST1,4,OP,CA,NG,149.9,0.674," 884,724 "," 377,219 ",EIA-923 Generator File,2002,,,
20578,TX,Chapman Ranch Wind I,59193,CHA1,0,P,WT,WND,236.0,,,,,2016,,,
20579,TX,Chocolate Bayou Works,10154,GEN1,0,OP,GT,NG,41.0,0.673," 241,777 "," 117,245 ",Distributed from 923 Generation And Fuel,1985,,,
20580,TX,Cirrus Wind 1 LLC,58162,CW,0,OP,WT,WND,61.2,0.270," 144,766 "," 53,399 ",Distributed from 923 Generation And Fuel,2012,,,
20581,TX,Clear Lake Cogeneration Ltd,10741,G102,0,OP,CT,NG,129.0,0.107," 120,594 "," 70,015 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1985,,,
20582,TX,Clear Lake Cogeneration Ltd,10741,G103,0,OP,CT,NG,129.0,0.107," 120,594 "," 70,015 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1985,,,
20583,TX,Clear Lake Cogeneration Ltd,10741,G104,0,OP,CT,NG,129.0,0.107," 120,594 "," 70,015 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1985,,,
20584,TX,Clear Lake Cogeneration Ltd,10741,S101,3,OP,CA,NG,51.9,0.087," 39,600 "," 21,665 ",EIA-923 Generator File,1985,,,
20585,TX,Clear Lake Cogeneration Ltd,10741,S102,3,OP,CA,NG,14.3,0.082," 10,282 "," 5,611 ",EIA-923 Generator File,1985,,,
20586,TX,Clear Springs Energy Center,59615,CTG-1,0,P,GT,NG,183.0,,,,,2017,,,
20587,TX,Clear Springs Energy Center,59615,CTG-2,0,P,GT,NG,183.0,,,,,2017,,,
20588,TX,Clear Springs Energy Center,59615,CTG-3,0,P,GT,NG,183.0,,,,,2017,,,
20589,TX,Coastal Plains,55554,UNT1,0,OP,IC,LFG,1.7,0.585," 8,709 "," 2,844 ",Distributed from 923 Generation And Fuel,2003,,,
20590,TX,Coastal Plains,55554,UNT2,0,OP,IC,LFG,1.7,0.585," 8,709 "," 2,844 ",Distributed from 923 Generation And Fuel,2003,,,
20591,TX,Coastal Plains,55554,UNT3,0,OP,IC,LFG,1.7,0.585," 8,709 "," 2,844 ",Distributed from 923 Generation And Fuel,2003,,,
20592,TX,Coastal Plains,55554,UNT4,0,OP,IC,LFG,1.7,0.585," 8,709 "," 2,844 ",Distributed from 923 Generation And Fuel,2003,,,
20593,TX,"Colbec's Corner, LLC",59068,GVII,0,L,WT,WND,200.0,,,,,2016,,,
20594,TX,Coleto Creek,6178,1,1,OP,ST,SUB,622.4,0.949," 5,172,880 "," 2,289,355 ",EIA-923 Generator File,1980,,,
20595,TX,Colorado Bend Energy Center,56350,CT1A,0,OP,CT,NG,90.0,0.301," 237,340 "," 136,575 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2002,,,
20596,TX,Colorado Bend Energy Center,56350,CT1B,0,OP,CT,NG,90.0,0.301," 237,340 "," 136,575 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2002,,,
20597,TX,Colorado Bend Energy Center,56350,CT2A,0,OP,CT,NG,90.0,0.301," 237,340 "," 136,575 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2002,,,
20598,TX,Colorado Bend Energy Center,56350,CT2B,0,OP,CT,NG,90.0,0.301," 237,340 "," 136,575 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2002,,,
20599,TX,Colorado Bend Energy Center,56350,ST1,2,OP,CA,NG,105.1,0.242," 222,594 "," 121,472 ",EIA-923 Generator File,2007,,,
20600,TX,Colorado Bend Energy Center,56350,ST2,2,OP,CA,NG,115.0,0.417," 420,206 "," 245,720 ",EIA-923 Generator File,2008,,,
20601,TX,Comanche Peak,6145,1,1,OP,ST,NUC,"1,215.0",0.875," 9,317,888 "," 4,439,783 ",Distributed from 923 Generation And Fuel,1990,,,
20602,TX,Comanche Peak,6145,2,1,OP,ST,NUC,"1,215.0",0.875," 9,317,888 "," 4,439,783 ",Distributed from 923 Generation And Fuel,1993,,,
20603,TX,Conroe,55555,UNT1,0,RE,IC,LFG,1.0,,,,,2003,2012,,
20604,TX,Conroe,55555,UNT2,0,RE,IC,LFG,1.0,,,,,2003,2012,,
20605,TX,Conroe,55555,UNT3,0,RE,IC,LFG,1.0,,,,,2003,2012,,
20606,TX,Copper,9,1,0,OP,GT,NG,80.5,0.057," 39,856 "," 19,327 ",Distributed from 923 Generation And Fuel,1980,,,
20607,TX,Corpus Christi,50475,GEN1,0,OP,GT,NG,41.0,0.267," 96,029 "," 46,568 ",Distributed from 923 Generation And Fuel,1989,,,
20608,TX,Corpus Christi Energy Center,55206,CT1,0,OP,CT,NG,198.9,0.429," 746,994 "," 329,580 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2002,,,
20609,TX,Corpus Christi Energy Center,55206,CT2,0,OP,CT,NG,198.9,0.429," 746,994 "," 329,580 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2002,,,
20610,TX,Corpus Christi Energy Center,55206,ST1,2,OP,CA,NG,195.5,0.300," 514,075 "," 239,370 ",EIA-923 Generator File,2002,,,
20611,TX,Corpus Refinery,50026,FR6,0,OP,GT,NG,47.0,0.626," 257,853 "," 125,041 ",Distributed from 923 Generation And Fuel,1988,,,
20612,TX,Cottonwood Energy Project,55358,CT1,0,OP,CT,NG,198.9,0.437," 762,023 "," 341,661 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2003,,,
20613,TX,Cottonwood Energy Project,55358,CT2,0,OP,CT,NG,198.9,0.437," 762,023 "," 341,661 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2003,,,
20614,TX,Cottonwood Energy Project,55358,CT3,0,OP,CT,NG,198.9,0.437," 762,023 "," 341,661 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2003,,,
20615,TX,Cottonwood Energy Project,55358,CT4,0,OP,CT,NG,198.9,0.437," 762,023 "," 341,661 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2003,,,
20616,TX,Cottonwood Energy Project,55358,ST1,1,OP,CA,NG,159.5,0.321," 449,063 "," 186,972 ",EIA-923 Generator File,2003,,,
20617,TX,Cottonwood Energy Project,55358,ST2,1,OP,CA,NG,159.5,0.370," 517,389 "," 232,472 ",EIA-923 Generator File,2003,,,
20618,TX,Cottonwood Energy Project,55358,ST3,1,OP,CA,NG,159.5,0.329," 459,894 "," 265,208 ",EIA-923 Generator File,2003,,,
20619,TX,Cottonwood Energy Project,55358,ST4,1,OP,CA,NG,159.5,0.363," 506,809 "," 235,472 ",EIA-923 Generator File,2003,,,
20620,TX,Covel Gardens Gas Recovery,56864,1,0,OP,IC,LFG,1.6,0.754," 10,570 "," 3,452 ",Distributed from 923 Generation And Fuel,2005,,,
20621,TX,Covel Gardens Gas Recovery,56864,2,0,OP,IC,LFG,1.6,0.754," 10,570 "," 3,452 ",Distributed from 923 Generation And Fuel,2005,,,
20622,TX,Covel Gardens Gas Recovery,56864,3,0,OP,IC,LFG,1.6,0.754," 10,570 "," 3,452 ",Distributed from 923 Generation And Fuel,2005,,,
20623,TX,Covel Gardens Gas Recovery,56864,4,0,OP,IC,LFG,1.6,0.754," 10,570 "," 3,452 ",Distributed from 923 Generation And Fuel,2005,,,
20624,TX,Covel Gardens Gas Recovery,56864,5,0,OP,IC,LFG,1.6,0.754," 10,570 "," 3,452 ",Distributed from 923 Generation And Fuel,2005,,,
20625,TX,Covel Gardens Gas Recovery,56864,6,0,OP,IC,LFG,1.6,0.754," 10,570 "," 3,452 ",Distributed from 923 Generation And Fuel,2005,,,
20626,TX,CPV Pondera King Energy Center,58910,CC,0,P,CC,NG,900.0,,,,,2019,,,
20627,TX,Dansby,6243,1,1,OP,ST,NG,105.0,0.081," 74,919 "," 38,795 ",EIA-923 Generator File,1978,,,
20628,TX,Dansby,6243,2,0,OP,GT,NG,49.1,0.038," 16,161 "," 6,005 ",Distributed from 923 Generation And Fuel,2004,,,
20629,TX,Dansby,6243,3,0,OP,GT,NG,49.1,0.038," 16,161 "," 6,005 ",Distributed from 923 Generation And Fuel,2010,,,
20630,TX,Decker Creek,3548,1,1,OP,ST,NG,321.0,0.045," 125,337 "," 50,536 ",EIA-923 Generator File,1971,,,
20631,TX,Decker Creek,3548,2,1,OP,ST,NG,405.0,0.059," 210,035 "," 128,009 ",EIA-923 Generator File,1978,,,
20632,TX,Decker Creek,3548,GT1,0,OP,GT,NG,51.5,0.018," 8,124 "," 3,615 ",Distributed from 923 Generation And Fuel,1988,,,
20633,TX,Decker Creek,3548,GT2,0,OP,GT,NG,51.5,0.018," 8,124 "," 3,615 ",Distributed from 923 Generation And Fuel,1988,,,
20634,TX,Decker Creek,3548,GT3,0,OP,GT,NG,51.5,0.018," 8,124 "," 3,615 ",Distributed from 923 Generation And Fuel,1988,,,
20635,TX,Decker Creek,3548,GT4,0,OP,GT,NG,51.5,0.018," 8,124 "," 3,615 ",Distributed from 923 Generation And Fuel,1988,,,
20636,TX,Decker Creek,3548,PV3,0,RE,PV,SUN,0.3,,,,,1987,2001,,
20637,TX,DeCordova Steam Electric Station,8063,1,1,RE,ST,NG,799.2,,,,,1975,2013,,
20638,TX,DeCordova Steam Electric Station,8063,CT1,0,OP,GT,NG,89.4,0.010," 7,633 "," 1,325 ",Distributed from 923 Generation And Fuel,1990,,,
20639,TX,DeCordova Steam Electric Station,8063,CT2,0,OP,GT,NG,89.4,0.010," 7,633 "," 1,325 ",Distributed from 923 Generation And Fuel,1990,,,
20640,TX,DeCordova Steam Electric Station,8063,CT3,0,OP,GT,NG,89.4,0.010," 7,633 "," 1,325 ",Distributed from 923 Generation And Fuel,1990,,,
20641,TX,DeCordova Steam Electric Station,8063,CT4,0,OP,GT,NG,89.4,0.010," 7,633 "," 1,325 ",Distributed from 923 Generation And Fuel,1990,,,
20642,TX,DeCordova Steam Electric Station,8063,CT5,0,U,GT,NG,235.5,,,,,2018,,,
20643,TX,DeCordova Steam Electric Station,8063,CT6,0,U,GT,NG,235.5,,,,,2018,,,
20644,TX,Deer Park Energy Center,55464,CTG1,0,OP,CT,NG,180.0,0.698," 1,100,442 "," 481,762 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2003,,,
20645,TX,Deer Park Energy Center,55464,CTG2,0,OP,CT,NG,180.0,0.698," 1,100,442 "," 481,762 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2003,,,
20646,TX,Deer Park Energy Center,55464,CTG3,0,OP,CT,NG,180.0,0.698," 1,100,442 "," 481,762 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2004,,,
20647,TX,Deer Park Energy Center,55464,CTG4,0,OP,CT,NG,180.0,0.698," 1,100,442 "," 481,762 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2004,,,
20648,TX,Deer Park Energy Center,55464,CTG6,0,OP,CT,NG,180.0,0.698," 1,100,442 "," 481,762 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2014,,,
20649,TX,Deer Park Energy Center,55464,STG1,5,OP,CA,NG,276.0,0.282," 682,608 "," 410,389 ",EIA-923 Generator File,2004,,,
20650,TX,Deer Park Plant,50471,GEN1,0,RE,CA,NG,10.0,,,,,1948,2004,,
20651,TX,Deer Park Plant,50471,GEN2,0,RE,CA,NG,10.0,,,,,1948,2004,,
20652,TX,Deer Park Plant,50471,GEN3,0,RE,CA,NG,10.0,,,,,1948,2004,,
20653,TX,Deer Park Plant,50471,GEN4,0,RE,CT,NG,81.0,,,,,1985,2004,,
20654,TX,Delaware Mountain Windfarm,55399,01,0,RE,WT,WND,23.3,,,,,1999,2014,,
20655,TX,Denison,6416,1,0,OP,HY,WAT,35.0,0.018," 5,376 "," 2,518 ",Distributed from 923 Generation And Fuel,1945,,,
20656,TX,Denison,6416,2,0,OP,HY,WAT,35.0,0.018," 5,376 "," 2,518 ",Distributed from 923 Generation And Fuel,1949,,,
20657,TX,Denton Power LLC,57071,1,0,OP,IC,LFG,1.6,0.939," 13,155 "," 4,296 ",Distributed from 923 Generation And Fuel,2008,,,
20658,TX,Desert Sky,55992,1,0,OP,WT,WND,160.5,0.358," 503,589 "," 223,860 ",Distributed from 923 Generation And Fuel,2002,,,
20659,TX,DeWind Frisco,57517,FRISC,0,OP,WT,WND,20.0,0.287," 50,317 "," 19,375 ",Distributed from 923 Generation And Fuel,2012,,,
20660,TX,DFW Gas Recovery,50569,GEN1,0,OP,GT,LFG,3.0,0.719," 18,893 "," 6,169 ",Distributed from 923 Generation And Fuel,1988,,,
20661,TX,DFW Gas Recovery,50569,GEN2,0,OP,GT,LFG,3.0,0.719," 18,893 "," 6,169 ",Distributed from 923 Generation And Fuel,1988,,,
20662,TX,DFW Gas Recovery,50569,GEN3,0,OP,IC,LFG,1.6,0.777," 10,884 "," 3,554 ",Distributed from 923 Generation And Fuel,2009,,,
20663,TX,DFW Gas Recovery,50569,GEN4,0,OP,IC,LFG,1.6,0.777," 10,884 "," 3,554 ",Distributed from 923 Generation And Fuel,2009,,,
20664,TX,DFW Gas Recovery,50569,GEN5,0,OP,IC,LFG,1.6,0.777," 10,884 "," 3,554 ",Distributed from 923 Generation And Fuel,2009,,,
20665,TX,DFW Gas Recovery,50569,GEN6,0,OP,IC,LFG,1.6,0.777," 10,884 "," 3,554 ",Distributed from 923 Generation And Fuel,2009,,,
20666,TX,Domain Integrated Energy System,56373,DOMG1,0,RE,GT,NG,5.0,,,,,2004,2013,,
20667,TX,Dow Chemical Texas Operation,52120,G-31,0,RE,CA,NG,50.0,0.000, -   , -   ,EIA-923 Generator File,1952,2003,,
20668,TX,Dow Chemical Texas Operation,52120,G-32,0,RE,CA,NG,50.0,,,,,1952,1995,,
20669,TX,Dow Chemical Texas Operation,52120,G-33,0,RE,CA,NG,49.0,,,,,1953,2007,,
20670,TX,Dow Chemical Texas Operation,52120,G-35,0,RE,CT,NG,119.0,0.000,," 109,906 ",,1983,2009,,
20671,TX,Dow Chemical Texas Operation,52120,G-36,0,RE,CT,NG,119.0,0.000,," 109,906 ",,1983,2009,,
20672,TX,Dow Chemical Texas Operation,52120,G-37,0,OP,GT,NG,75.0,0.302," 198,668 "," 116,121 ",Distributed from 923 Generation And Fuel,1978,,,
20673,TX,Dow Chemical Texas Operation,52120,G-41,0,RE,CA,NG,50.0,,,,,1958,2000,,
20674,TX,Dow Chemical Texas Operation,52120,G-42,0,RE,CA,NG,50.0,,,,,1959,2003,,
20675,TX,Dow Chemical Texas Operation,52120,G-45,0,RE,CT,NG,119.0,0.000,," 109,906 ",,1983,2003,,
20676,TX,Dow Chemical Texas Operation,52120,G-61,0,OP,CT,NG,94.5,0.534," 441,790 "," 87,279 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1982,,,
20677,TX,Dow Chemical Texas Operation,52120,G-62,0,RE,CT,NG,94.5,0.000,," 87,279 ",,1982,2011,,
20678,TX,Dow Chemical Texas Operation,52120,G-63,0,OP,CT,NG,94.5,0.534," 441,790 "," 87,279 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1982,,,
20679,TX,Dow Chemical Texas Operation,52120,G-64,1,OP,CA,NG,64.8,0.040," 22,824 "," 22,654 ",EIA-923 Generator File,1987,,,
20680,TX,Dow Chemical Texas Operation,52120,G-65,1,OP,CA,NG,111.3,0.401," 390,646 "," 235,446 ",EIA-923 Generator File,1984,,,
20681,TX,Dow Chemical Texas Operation,52120,G-66,0,OP,CT,NG,119.0,0.534," 556,329 "," 109,906 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1983,,,
20682,TX,Dow Chemical Texas Operation,52120,G-67,0,OP,CT,NG,119.0,0.534," 556,329 "," 109,906 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1984,,,
20683,TX,Dunlap TP 1,3582,1,0,OP,HY,WAT,1.8,0.100," 1,573 ", 737 ,Distributed from 923 Generation And Fuel,1927,,,
20684,TX,Dunlap TP 1,3582,2,0,OP,HY,WAT,1.8,0.100," 1,573 ", 737 ,Distributed from 923 Generation And Fuel,1927,,,
20685,TX,E S Joslin,3436,1,1,RE,ST,NG,261.0,,,,,1971,2002,,
20686,TX,Eagle Mountain,3489,1,1,RE,ST,NG,122.5,,,,,1954,2012,,
20687,TX,Eagle Mountain,3489,2,1,RE,ST,NG,187.5,,,,,1956,2012,,
20688,TX,Eagle Mountain,3489,3,1,RE,ST,NG,396.1,,,,,1971,2012,,
20689,TX,Eagle Mountain,3489,CT1,0,L,CT,NG,235.5,,,,,2019,,,
20690,TX,Eagle Mountain,3489,CT2,0,L,CT,NG,235.5,,,,,2019,,,
20691,TX,Eagle Mountain,3489,ST1,0,L,CA,NG,382.5,,,,,2019,,,
20692,TX,Eagle Pass,3437,1,0,OP,HY,WAT,3.2,0.397," 11,128 "," 5,212 ",Distributed from 923 Generation And Fuel,1932,,,
20693,TX,Eagle Pass,3437,2,0,OP,HY,WAT,3.2,0.397," 11,128 "," 5,212 ",Distributed from 923 Generation And Fuel,1932,,,
20694,TX,Eagle Pass,3437,3,0,OP,HY,WAT,3.2,0.397," 11,128 "," 5,212 ",Distributed from 923 Generation And Fuel,1932,,,
20695,TX,Easter,59971,ESTR1,0,U,WT,WND,200.0,,,,,2017,,,
20696,TX,Eastman Cogeneration Facility,55176,GEN1,0,OP,CT,NG,170.0,0.493," 734,546 "," 350,382 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2001,,,
20697,TX,Eastman Cogeneration Facility,55176,GEN2,0,OP,CT,NG,170.0,0.493," 734,546 "," 350,382 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2001,,,
20698,TX,Eastman Cogeneration Facility,55176,GEN3,2,OP,CA,NG,127.7,0.436," 487,612 "," 195,932 ",EIA-923 Generator File,2001,,,
20699,TX,EC&R Panther Creek Wind Farm I,56920,1,0,OP,WT,WND,142.5,0.421," 525,144 "," 196,712 ",Distributed from 923 Generation And Fuel,2008,,,
20700,TX,EC&R Panther Creek Wind Farm II,56921,1,0,OP,WT,WND,115.5,0.408," 413,257 "," 153,920 ",Distributed from 923 Generation And Fuel,2008,,,
20701,TX,EC&R Panther Creek Wind Farm III,56979,1,0,OP,WT,WND,199.5,0.395," 690,086 "," 259,142 ",Distributed from 923 Generation And Fuel,2009,,,
20702,TX,EC&R Papalote Creek I LLC,56983,1,0,OP,WT,WND,180.0,0.363," 571,767 "," 247,740 ",Distributed from 923 Generation And Fuel,2009,,,
20703,TX,EC&R Papalote Creek II LLC,57212,1,0,OP,WT,WND,200.1,0.372," 652,243 "," 277,435 ",Distributed from 923 Generation And Fuel,2010,,,
20704,TX,Ector County Energy Center,58471,CTG1,0,V,GT,NG,173.0,,,,,2015,,,
20705,TX,Ector County Energy Center,58471,CTG2,0,V,GT,NG,173.0,,,,,2015,,,
20706,TX,EG178 Facility,56233,CT02,0,OP,CT,NG,60.5,0.698," 369,961 "," 155,121 ",EIA-923 Generator File,2005,,,
20707,TX,EG178 Facility,56233,CTG1,0,OP,CT,NG,60.5,0.698," 369,890 "," 154,020 ",EIA-923 Generator File,2005,,,
20708,TX,EG178 Facility,56233,STG,2,OP,CA,NG,32.9,0.520," 149,952 "," 63,294 ",EIA-923 Generator File,2005,,,
20709,TX,Elbow Creek Wind Project LLC,56783,1,0,OP,WT,WND,121.9,0.342," 365,008 "," 124,849 ",Distributed from 923 Generation And Fuel,2008,,,
20710,TX,Elk Station,58835,ELK1,0,V,GT,NG,202.0,,,,,2015,,,
20711,TX,Elk Station,58835,ELK2,0,L,GT,NG,202.0,,,,,2016,,,
20712,TX,Elk Station,58835,ELK3,0,L,GT,NG,202.0,,,,,2016,,,
20713,TX,Engineered Carbons Borger Cogen,10072,GEN1,1,OP,ST,OG,20.0,0.559," 97,875 "," 41,981 ",EIA-923 Generator File,1982,,,
20714,TX,Engineered Carbons Echo Cogeneration,10187,GEN1,1,OP,ST,OG,10.0,0.260," 22,785 "," 10,464 ",EIA-923 Generator File,1985,,,
20715,TX,Ennis Power Company LLC,55223,GT1,0,OP,CT,NG,285.0,0.447," 1,117,201 "," 614,248 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2002,,,
20716,TX,Ennis Power Company LLC,55223,ST1,1,OP,CA,NG,133.0,0.580," 675,214 "," 374,022 ",EIA-923 Generator File,2002,,,
20717,TX,Enterprise Products Operating,10261,GEN1,0,OP,GT,NG,2.5,0.746," 16,344 "," 7,926 ",Distributed from 923 Generation And Fuel,1984,,,
20718,TX,Enterprise Products Operating,10261,GEN2,0,OP,GT,NG,2.5,0.746," 16,344 "," 7,926 ",Distributed from 923 Generation And Fuel,1984,,,
20719,TX,Enterprise Products Operating,10261,GEN3,0,OP,GT,NG,3.4,0.746," 22,227 "," 10,779 ",Distributed from 923 Generation And Fuel,1991,,,
20720,TX,Enterprise Products Operating,10261,GEN4,0,OP,GT,NG,3.4,0.746," 22,227 "," 10,779 ",Distributed from 923 Generation And Fuel,1991,,,
20721,TX,Enterprise Products Operating,10261,GEN5,0,OP,GT,NG,3.4,0.746," 22,227 "," 10,779 ",Distributed from 923 Generation And Fuel,1991,,,
20722,TX,Enterprise Products Operating,10261,GEN6,0,OP,GT,NG,3.5,0.746," 22,881 "," 11,096 ",Distributed from 923 Generation And Fuel,1996,,,
20723,TX,Enterprise Products Operating,10261,GEN7,0,OP,GT,NG,3.5,0.746," 22,881 "," 11,096 ",Distributed from 923 Generation And Fuel,1996,,,
20724,TX,Enterprise Products Operating,10261,GEN8,0,OP,GT,NG,3.5,0.746," 22,881 "," 11,096 ",Distributed from 923 Generation And Fuel,1996,,,
20725,TX,EXC Wind 1 LLC,56557,1,0,OP,WT,WND,10.0,0.354," 30,970 "," 11,925 ",Distributed from 923 Generation And Fuel,2006,,,
20726,TX,EXC Wind 10 LLC,56836,1,0,OP,WT,WND,10.0,0.327," 28,661 "," 11,036 ",Distributed from 923 Generation And Fuel,2008,,,
20727,TX,EXC Wind 11 LLC,56835,1,0,OP,WT,WND,10.0,0.331," 28,971 "," 11,155 ",Distributed from 923 Generation And Fuel,2008,,,
20728,TX,EXC Wind 2 LLC,56558,JDW2,0,OP,WT,WND,10.0,0.385," 33,742 "," 12,992 ",Distributed from 923 Generation And Fuel,2006,,,
20729,TX,EXC Wind 3 LLC,56559,JDW3,0,OP,WT,WND,10.0,0.308," 26,996 "," 10,395 ",Distributed from 923 Generation And Fuel,2006,,,
20730,TX,EXC Wind 4 LLC,56560,JDW4,0,OP,WT,WND,79.8,0.362," 252,875 "," 105,213 ",Distributed from 923 Generation And Fuel,2008,,,
20731,TX,EXC Wind 5 LLC,56561,JDW5,0,OP,WT,WND,10.0,0.345," 30,235 "," 11,642 ",Distributed from 923 Generation And Fuel,2006,,,
20732,TX,EXC Wind 6 LLC,56562,JDW6,0,OP,WT,WND,10.0,0.360," 31,558 "," 12,151 ",Distributed from 923 Generation And Fuel,2007,,,
20733,TX,EXC Wind 7 LLC,56839,1,0,OP,WT,WND,10.0,0.351," 30,731 "," 11,833 ",Distributed from 923 Generation And Fuel,2008,,,
20734,TX,EXC Wind 8 LLC,56838,1,0,OP,WT,WND,10.0,0.348," 30,508 "," 11,747 ",Distributed from 923 Generation And Fuel,2008,,,
20735,TX,EXC Wind 9 LLC,56837,1,0,OP,WT,WND,10.0,0.331," 28,996 "," 11,165 ",Distributed from 923 Generation And Fuel,2008,,,
20736,TX,Exelon LaPorte Generating Station,55365,GT1,0,OP,GT,NG,59.0,0.041," 21,155 "," 11,175 ",Distributed from 923 Generation And Fuel,2001,,,
20737,TX,Exelon LaPorte Generating Station,55365,GT2,0,OP,GT,NG,59.0,0.041," 21,155 "," 11,175 ",Distributed from 923 Generation And Fuel,2001,,,
20738,TX,Exelon LaPorte Generating Station,55365,GT3,0,OP,GT,NG,59.0,0.041," 21,155 "," 11,175 ",Distributed from 923 Generation And Fuel,2001,,,
20739,TX,Exelon LaPorte Generating Station,55365,GT4,0,OP,GT,NG,59.0,0.041," 21,155 "," 11,175 ",Distributed from 923 Generation And Fuel,2001,,,
20740,TX,ExxonMobil Baytown Refinery,10436,GT35,0,RE,GT,NG,14.5,,,,,1970,2005,,
20741,TX,ExxonMobil Baytown Refinery,10436,GT36,0,RE,GT,NG,15.2,,,,,1972,2005,,
20742,TX,ExxonMobil Baytown Refinery,10436,GT37,0,RE,GT,NG,17.2,,,,,1976,2005,,
20743,TX,ExxonMobil Baytown Refinery,10436,GT38,0,OP,GT,NG,36.5,0.725," 231,698 "," 112,357 ",Distributed from 923 Generation And Fuel,1989,,,
20744,TX,ExxonMobil Baytown Refinery,10436,GT41,0,OP,GT,NG,24.2,0.725," 153,619 "," 74,495 ",Distributed from 923 Generation And Fuel,1977,,,
20745,TX,ExxonMobil Baytown Refinery,10436,GT42,0,OP,GT,NG,24.2,0.725," 153,619 "," 74,495 ",Distributed from 923 Generation And Fuel,1977,,,
20746,TX,ExxonMobil Baytown Refinery,10436,GT43,0,OP,GT,NG,24.2,0.725," 153,619 "," 74,495 ",Distributed from 923 Generation And Fuel,1977,,,
20747,TX,ExxonMobil Baytown Refinery,10436,GT44,0,OP,GT,NG,24.2,0.725," 153,619 "," 74,495 ",Distributed from 923 Generation And Fuel,1977,,,
20748,TX,ExxonMobil Baytown Refinery,10436,GT45,0,OP,GT,NG,36.5,0.725," 231,698 "," 112,357 ",Distributed from 923 Generation And Fuel,1988,,,
20749,TX,ExxonMobil Baytown Refinery,10436,ST33,0,RE,ST,NG,7.5,,,,,1950,2003,,
20750,TX,ExxonMobil Baytown Refinery,10436,ST34,0,OP,ST,WH,7.5,,,,,1952,,,
