SEQGEN14,PSTATABB,PNAME,ORISPL,GENID,NUMBLR,GENSTAT,PRMVR,FUELG1,NAMEPCAP,CFACT, GENNTAN , GENNTOZ ,GENERSRC,GENYRONL,GENYRRET,,
3076,CA,Naval Hospital Medical Center,50963,1TG,0,RE,GT,NG,0.8,,,,,1986,2003,,
3077,CA,Naval Hospital Medical Center,50963,2TG,0,RE,GT,NG,0.8,,,,,1986,2003,,
3078,CA,Naval Hospital Medical Center,50963,3TG,0,RE,GT,NG,0.8,,,,,1986,2003,,
3079,CA,Naval Hospital Medical Center,50963,4TG,0,OP,GT,NG,5.3,0.583," 27,090 "," 11,757 ",Distributed from 923 Generation And Fuel,2003,,,
3080,CA,Naval Station,306,NSGT,0,RE,GT,NG,26.0,,,,,1976,2002,,
3081,CA,Naval Station Energy Facility,10811,GEN1,0,OP,CT,NG,38.3,0.779," 261,447 "," 129,797 ",EIA-923 Generator File,1989,,,
3082,CA,Naval Station Energy Facility,10811,GEN2,1,OP,CA,NG,11.6,0.576," 58,503 "," 28,366 ",EIA-923 Generator File,1989,,,
3083,CA,Naval Station Energy Facility,10811,GEN3,1,OP,CA,NG,5.2,0.109," 4,979 "," 4,297 ",EIA-923 Generator File,2005,,,
3084,CA,Naval Training Center,6707,NTCG,0,RE,GT,NG,16.0,,,,,1968,2002,,
3085,CA,Nelson Creek,50223,1296,0,OP,HY,WAT,1.2,0.209," 2,202 "," 1,302 ",Distributed from 923 Generation And Fuel,1989,,,
3086,CA,New Hogan Power Plant,50755,GEN1,0,OP,HY,WAT,2.0,0.120," 2,099 "," 1,241 ",Distributed from 923 Generation And Fuel,1989,,,
3087,CA,New Hogan Power Plant,50755,GEN2,0,OP,HY,WAT,1.0,0.120," 1,050 ", 621 ,Distributed from 923 Generation And Fuel,1989,,,
3088,CA,New Melones,6158,1,0,OP,HY,WAT,150.0,0.105," 137,785 "," 83,721 ",Distributed from 923 Generation And Fuel,1979,,,
3089,CA,New Melones,6158,2,0,OP,HY,WAT,150.0,0.105," 137,785 "," 83,721 ",Distributed from 923 Generation And Fuel,1979,,,
3090,CA,Newberry Solar 1 LLC,58226,1,0,OP,PV,SUN,1.5,0.264," 3,464 "," 1,834 ",Distributed from 923 Generation And Fuel,2013,,,
3091,CA,Newcastle,632,1,0,OP,HY,WAT,12.7,0.066," 7,369 "," 4,357 ",Distributed from 923 Generation And Fuel,1986,,,
3092,CA,New-Indy Ontario Mill,10427,GEN1,0,OP,GT,NG,34.0,0.870," 259,044 "," 112,422 ",Distributed from 923 Generation And Fuel,1985,,,
3093,CA,Nickel 1 Solar Facility,58034,1,0,OP,PV,SUN,1.5,0.234," 3,072 "," 1,627 ",Distributed from 923 Generation And Fuel,2012,,,
3094,CA,Nicolis Solar PV Plant,59600,GEN1,0,P,PV,SUN,20.0,,,,,2016,,,
3095,CA,Niland Gas Turbine Plant,56569,1,0,OP,GT,NG,60.5,0.074," 38,979 "," 16,916 ",Distributed from 923 Generation And Fuel,2008,,,
3096,CA,Niland Gas Turbine Plant,56569,2,0,OP,GT,NG,60.5,0.074," 38,979 "," 16,916 ",Distributed from 923 Generation And Fuel,2008,,,
3097,CA,Nimbus,444,1,0,OP,HY,WAT,6.7,0.223," 13,075 "," 7,731 ",Distributed from 923 Generation And Fuel,1955,,,
3098,CA,Nimbus,444,2,0,OP,HY,WAT,6.7,0.223," 13,075 "," 7,731 ",Distributed from 923 Generation And Fuel,1955,,,
3099,CA,Nordhoff Place,59652,W4162,0,OP,PV,SUN,1.2,0.032, 332 , 105 ,Distributed from 923 Generation And Fuel,2014,,,
3100,CA,North Bay Solar 1,58748,NBWT,0,OP,PV,SUN,1.0,0.272," 2,385 "," 1,263 ",Distributed from 923 Generation And Fuel,2013,,,
3101,CA,North Brawley Geothermal Plant,56832,GE1,0,OP,BT,GEO,16.0,0.247," 34,627 "," 11,566 ",Distributed from 923 Generation And Fuel,2009,,,
3102,CA,North Brawley Geothermal Plant,56832,GE2,0,OP,BT,GEO,16.0,0.247," 34,627 "," 11,566 ",Distributed from 923 Generation And Fuel,2009,,,
3103,CA,North Brawley Geothermal Plant,56832,GE3,0,OP,BT,GEO,16.0,0.247," 34,627 "," 11,566 ",Distributed from 923 Generation And Fuel,2009,,,
3104,CA,North Brawley Geothermal Plant,56832,GE4,0,OP,BT,GEO,16.0,0.247," 34,627 "," 11,566 ",Distributed from 923 Generation And Fuel,2009,,,
3105,CA,North Hollywood,57854,1PT1,0,OS,PS,WAT,1.8,,,,,1993,,,
3106,CA,North Hollywood,57854,1PT2,0,OP,PS,WAT,1.8,,,,,1993,,,
3107,CA,North Hollywood,57854,1PT3,0,OP,PS,WAT,1.8,,,,,1993,,,
3108,CA,North Hollywood,57854,2T1,0,OP,HY,WAT,1.2,,,,,1993,,,
3109,CA,North Hollywood,57854,2T2,0,OP,HY,WAT,1.2,,,,,1993,,,
3110,CA,North Hollywood,57854,2T3,0,OP,HY,WAT,0.5,,,,,1993,,,
3111,CA,North Hollywood,57854,3T1,0,OP,HY,WAT,0.5,,,,,1993,,,
3112,CA,North Hollywood,57854,3T2,0,OP,HY,WAT,0.2,,,,,1993,,,
3113,CA,North Island,307,NIG1,0,RE,GT,DFO,19.0,,,,,1972,2002,,
3114,CA,North Island,307,NIG2,0,RE,GT,NG,18.0,,,,,1972,2002,,
3115,CA,North Island Energy Facility,10812,GEN1,0,OP,CT,NG,36.3,0.895," 284,645 "," 123,533 ",EIA-923 Generator File,1989,,,
3116,CA,North Island Energy Facility,10812,GEN2,0,OP,CA,NG,4.0,0.576," 20,193 "," 8,764 ",EIA-923 Generator File,1989,,,
3117,CA,North Lancaster Ranch,59962,NLR,0,L,PV,SUN,20.0,,,,,2016,,,
3118,CA,North Midway Cogen,52078,GEN7,0,OS,GT,NG,3.5,,,,,1986,,,
3119,CA,North Midway Cogen,52078,GEN8,0,OS,GT,NG,3.5,,,,,1986,,,
3120,CA,North Midway Cogen,52078,GEN9,0,OS,GT,NG,3.5,,,,,1986,,,
3121,CA,North Palm Springs 1A,57743,1,0,OP,PV,SUN,2.5,0.212," 4,648 "," 2,461 ",Distributed from 923 Generation And Fuel,2012,,,
3122,CA,North Palm Springs 4A,57722,1,0,OP,PV,SUN,4.0,0.195," 6,849 "," 3,626 ",Distributed from 923 Generation And Fuel,2012,,,
3123,CA,North Rosamond Solar LLC,59879,GEN01,0,L,PV,SUN,150.0,,,,,2016,,,
3124,CA,North Sky River Energy LLC,58154,GEN1,0,OP,WT,WND,162.0,0.321," 455,143 "," 228,413 ",Distributed from 923 Generation And Fuel,2012,,,
3125,CA,North Star Solar,58713,NSTR,0,T,PV,SUN,62.5,,,,,2015,,,
3126,CA,Nove Power Plant,50831,GEN1,0,OP,IC,LFG,1.0,0.523," 4,583 "," 1,914 ",Distributed from 923 Generation And Fuel,1985,,,
3127,CA,Nove Power Plant,50831,GEN2,0,OP,IC,LFG,1.0,0.523," 4,583 "," 1,914 ",Distributed from 923 Generation And Fuel,1987,,,
3128,CA,Nove Power Plant,50831,GEN3,0,OP,IC,LFG,1.0,0.523," 4,583 "," 1,914 ",Distributed from 923 Generation And Fuel,1985,,,
3129,CA,NRG Energy San Diego,54337,0001,0,OP,IC,NG,0.8,0.075, 528 , 229 ,Distributed from 923 Generation And Fuel,1986,,,
3130,CA,NRG Energy San Diego,54337,0002,0,OP,IC,NG,0.8,0.075, 528 , 229 ,Distributed from 923 Generation And Fuel,1986,,,
3131,CA,NRG Solar Blythe LLC,56939,1,0,OP,PV,SUN,21.0,0.254," 46,740 "," 24,747 ",Distributed from 923 Generation And Fuel,2009,,,
3132,CA,NRG Solar Borrego I,57455,SB1,0,OP,PV,SUN,26.0,0.321," 73,138 "," 37,618 ",Distributed from 923 Generation And Fuel,2013,,,
3133,CA,NRG Solar Oasis LLC,59528,OASIS,0,L,PV,SUN,20.0,,,,,2015,,,
3134,CA,NTC/MCRD Energy Facility,10810,GEN1,0,OP,CT,NG,23.0,0.816," 164,356 "," 71,329 ",EIA-923 Generator File,1989,,,
3135,CA,NTC/MCRD Energy Facility,10810,GEN2,0,OP,CA,NG,2.6,0.763," 17,373 "," 7,540 ",EIA-923 Generator File,1989,,,
3136,CA,Nunn,58448,1,0,OP,PV,SUN,1.0,0.316," 2,771 "," 1,467 ",Distributed from 923 Generation And Fuel,2013,,,
3137,CA,Oak Creek Energy Systems I,50754,GEN1,0,OP,WT,WND,3.5,0.184," 5,632 "," 2,649 ",Distributed from 923 Generation And Fuel,1982,,,
3138,CA,Oak Creek Energy Systems I,50754,GEN2,0,OP,WT,WND,4.2,0.184," 6,759 "," 3,179 ",Distributed from 923 Generation And Fuel,1993,,,
3139,CA,Oak Creek Energy Systems I,50754,GEN3,0,OP,WT,WND,23.1,0.184," 37,172 "," 17,486 ",Distributed from 923 Generation And Fuel,1999,,,
3140,CA,Oak Creek Energy Systems I,50754,GEN4,0,OP,WT,WND,3.7,0.184," 5,954 "," 2,801 ",Distributed from 923 Generation And Fuel,1999,,,
3141,CA,Oak Flat,626,1,0,OP,HY,WAT,1.4,0.473," 5,795 "," 3,426 ",Distributed from 923 Generation And Fuel,1985,,,
3142,CA,Oakley Generating Station,57552,CT1,0,U,CT,NG,222.3,,,,,2018,,,
3143,CA,Oakley Generating Station,57552,CT2,0,U,CT,NG,222.3,,,,,2018,,,
3144,CA,Oakley Generating Station,57552,ST,2,U,CA,NG,227.7,,,,,2018,,,
3145,CA,Oakley Solar Project,58376,1,0,OP,PV,SUN,1.5,0.200," 2,627 "," 1,391 ",Distributed from 923 Generation And Fuel,2013,,,
3146,CA,Oasis Wind,56302,1,0,OP,WT,WND,60.0,0.302," 158,538 "," 79,351 ",Distributed from 923 Generation And Fuel,2004,,,
3147,CA,Occidental College Solar Project,57311,1,0,OP,PV,SUN,1.0,0.207," 1,811 ", 959 ,Distributed from 923 Generation And Fuel,2013,,,
3148,CA,Ocotillo Express LLC,57514,WTG,0,OP,WT,WND,265.4,0.244," 566,598 "," 327,168 ",Distributed from 923 Generation And Fuel,2012,,,
3149,CA,Oildale Energy LLC,54371,ODC1,0,OP,GT,NG,42.2,0.684," 252,946 "," 109,776 ",Distributed from 923 Generation And Fuel,1984,,,
3150,CA,Olinda Landfill Gas Recovery Plant,10648,GEN1,0,OP,IC,LFG,1.8,0.029, 456 , 190 ,Distributed from 923 Generation And Fuel,1985,,,
3151,CA,Olinda Landfill Gas Recovery Plant,10648,GEN2,0,OP,IC,LFG,1.8,0.029, 456 , 190 ,Distributed from 923 Generation And Fuel,1985,,,
3152,CA,Olinda Landfill Gas Recovery Plant,10648,GEN3,0,OP,IC,LFG,1.8,0.029, 456 , 190 ,Distributed from 923 Generation And Fuel,1985,,,
3153,CA,Olive,6013,O1,1,OA,ST,NG,50.0,0.000, -   , -   ,EIA-923 Generator File,1959,,,
3154,CA,Olive,6013,O2,1,OA,ST,NG,59.7,0.000, -   , -   ,EIA-923 Generator File,1964,,,
3155,CA,Olive,6013,O3,0,RE,GT,NG,24.4,,,,,1972,2003,,
3156,CA,Olive,6013,O4,0,RE,GT,NG,37.8,,,,,1978,2003,,
3157,CA,Olive View Medical Center,10884,CTC1,0,OP,GT,NG,2.8,0.039, 966 , 419 ,Distributed from 923 Generation And Fuel,1987,,,
3158,CA,Olive View Medical Center,10884,CTC2,0,OP,GT,NG,2.8,0.039, 966 , 419 ,Distributed from 923 Generation And Fuel,1987,,,
3159,CA,OLS Energy Camarillo,50851,GEN1,0,OP,CT,NG,23.5,0.665," 136,890 "," 59,409 ",EIA-923 Generator File,1988,,,
3160,CA,OLS Energy Camarillo,50851,GEN2,0,OP,CA,NG,7.6,0.553," 36,816 "," 15,978 ",EIA-923 Generator File,1988,,,
3161,CA,OLS Energy Chino,50850,GEN1,0,OP,CT,NG,23.5,0.860," 177,023 "," 76,826 ",EIA-923 Generator File,1987,,,
3162,CA,OLS Energy Chino,50850,GEN2,0,OP,CA,WH,7.3,0.819," 52,379 "," 22,732 ",EIA-923 Generator File,1987,,,
3163,CA,Olsen,50180,GEN1,0,OP,HY,WAT,5.0,0.089," 3,881 "," 2,295 ",Distributed from 923 Generation And Fuel,1990,,,
3164,CA,Oltmans SCE at Champagne,58581,1,0,OP,PV,SUN,1.0,0.249," 2,184 "," 1,156 ",Distributed from 923 Generation And Fuel,2013,,,
3165,CA,Oltmans SCE at Jurupa,58582,1,0,OP,PV,SUN,1.5,0.254," 3,340 "," 1,768 ",Distributed from 923 Generation And Fuel,2013,,,
3166,CA,One Market Plaza,58607,1,0,OP,IC,NG,0.5,0.162, 708 , 307 ,Distributed from 923 Generation And Fuel,2003,,,
3167,CA,One Market Plaza,58607,2,0,OP,IC,NG,0.5,0.162, 708 , 307 ,Distributed from 923 Generation And Fuel,2003,,,
3168,CA,One Market Plaza,58607,3,0,OP,IC,NG,0.5,0.162, 708 , 307 ,Distributed from 923 Generation And Fuel,2003,,,
3169,CA,ONeill,446,1,0,OP,PS,WAT,4.2,0.000, (956), (83),Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1968,,,
3170,CA,ONeill,446,2,0,OP,PS,WAT,4.2,0.000, (956), (83),Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1968,,,
3171,CA,ONeill,446,3,0,OP,PS,WAT,4.2,0.000, (956), (83),Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1967,,,
3172,CA,ONeill,446,4,0,OP,PS,WAT,4.2,0.000, (956), (83),Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1967,,,
3173,CA,ONeill,446,5,0,OP,PS,WAT,4.2,0.000, (956), (83),Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1968,,,
3174,CA,ONeill,446,6,0,OP,PS,WAT,4.2,0.000, (956), (83),Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,1967,,,
3175,CA,Orange Grove Peaking Facility,56914,CTG1,0,OP,GT,NG,59.0,0.040," 20,775 "," 9,016 ",Distributed from 923 Generation And Fuel,2010,,,
3176,CA,Orange Grove Peaking Facility,56914,CTG2,0,OP,GT,NG,59.0,0.040," 20,775 "," 9,016 ",Distributed from 923 Generation And Fuel,2010,,,
3177,CA,Orion Solar I,58718,PV1,0,OP,PV,SUN,12.0,0.173," 18,182 "," 11,339 ",Distributed from 923 Generation And Fuel,2014,,,
3178,CA,Orion Solar II,58721,ORION,0,OP,PV,SUN,8.0,0.136," 9,541 "," 6,188 ",Distributed from 923 Generation And Fuel,2014,,,
3179,CA,Ormesa I,50766,ITLU1,0,OP,ST,GEO,12.0,0.346," 36,320 "," 15,390 ",Distributed from 923 Generation And Fuel,2003,,,
3180,CA,Ormesa I,50766,ITLU2,0,OP,ST,GEO,12.0,0.346," 36,320 "," 15,390 ",Distributed from 923 Generation And Fuel,2003,,,
3181,CA,Ormesa I,50766,OE1,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3182,CA,Ormesa I,50766,OE10,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3183,CA,Ormesa I,50766,OE11,0,RE,ST,GEO,1.2,,,,,1989,2003,,
3184,CA,Ormesa I,50766,OE12,0,RE,ST,GEO,1.2,,,,,2007,2003,,
3185,CA,Ormesa I,50766,OE13,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3186,CA,Ormesa I,50766,OE14,0,RE,ST,GEO,1.2,,,,,1989,2003,,
3187,CA,Ormesa I,50766,OE15,0,RE,ST,GEO,1.2,,,,,2007,2003,,
3188,CA,Ormesa I,50766,OE16,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3189,CA,Ormesa I,50766,OE2,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3190,CA,Ormesa I,50766,OE21,0,RE,ST,GEO,1.2,,,,,1989,2003,,
3191,CA,Ormesa I,50766,OE22,0,RE,ST,GEO,1.2,,,,,2007,2003,,
3192,CA,Ormesa I,50766,OE23,0,RE,ST,GEO,1.2,,,,,1986,2008,,
3193,CA,Ormesa I,50766,OE24,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3194,CA,Ormesa I,50766,OE25,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3195,CA,Ormesa I,50766,OE26,0,RE,ST,GEO,1.2,,,,,1986,2012,,
3196,CA,Ormesa I,50766,OE27,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3197,CA,Ormesa I,50766,OE28,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3198,CA,Ormesa I,50766,OE3,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3199,CA,Ormesa I,50766,OE31,0,OP,ST,GEO,1.2,0.346," 3,632 "," 1,539 ",Distributed from 923 Generation And Fuel,1986,,,
3200,CA,Ormesa I,50766,OE32,0,OP,ST,GEO,1.2,0.346," 3,632 "," 1,539 ",Distributed from 923 Generation And Fuel,1986,,,
3201,CA,Ormesa I,50766,OE4,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3202,CA,Ormesa I,50766,OE5,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3203,CA,Ormesa I,50766,OE6,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3204,CA,Ormesa I,50766,OE7,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3205,CA,Ormesa I,50766,OE8,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3206,CA,Ormesa I,50766,OE9,0,RE,ST,GEO,1.2,,,,,1986,2003,,
3207,CA,Ormesa IE,50764,OE10,0,RE,ST,GEO,1.2,,,,,1988,2009,,
3208,CA,Ormesa IE,50764,OE11,0,RE,ST,GEO,1.2,,,,,1988,2009,,
3209,CA,Ormesa IE,50764,OE12,0,RE,ST,GEO,1.2,,,,,1988,2009,,
3210,CA,Ormesa IE,50764,OEC1,0,RE,ST,GEO,1.2,,,,,1988,2009,,
3211,CA,Ormesa IE,50764,OEC2,0,RE,ST,GEO,1.2,,,,,1988,2009,,
3212,CA,Ormesa IE,50764,OEC3,0,RE,ST,GEO,1.2,,,,,1988,2009,,
3213,CA,Ormesa IE,50764,OEC4,0,RE,ST,GEO,1.2,,,,,1988,2009,,
3214,CA,Ormesa IE,50764,OEC5,0,RE,ST,GEO,1.2,,,,,1988,2009,,
3215,CA,Ormesa IE,50764,OEC6,0,RE,ST,GEO,1.2,,,,,1988,2009,,
3216,CA,Ormesa IE,50764,OEC7,0,RE,ST,GEO,1.2,,,,,1988,2009,,
3217,CA,Ormesa IE,50764,OEC8,0,RE,ST,GEO,1.2,,,,,1988,2009,,
3218,CA,Ormesa IE,50764,OEC9,0,RE,ST,GEO,1.2,,,,,1988,2009,,
3219,CA,Ormesa IH,50762,OE11,0,OP,ST,GEO,1.2,0.404," 4,245 "," 1,799 ",Distributed from 923 Generation And Fuel,1989,,,
3220,CA,Ormesa IH,50762,OE12,0,OP,ST,GEO,1.2,0.404," 4,245 "," 1,799 ",Distributed from 923 Generation And Fuel,1989,,,
3221,CA,Ormesa IH,50762,OE13,0,RE,ST,GEO,1.2,,,,,1989,2008,,
3222,CA,Ormesa IH,50762,OE14,0,OP,ST,GEO,1.2,0.404," 4,245 "," 1,799 ",Distributed from 923 Generation And Fuel,1989,,,
3223,CA,Ormesa IH,50762,OE15,0,OP,ST,GEO,1.2,0.404," 4,245 "," 1,799 ",Distributed from 923 Generation And Fuel,1989,,,
3224,CA,Ormesa IH,50762,OE16,0,RE,ST,GEO,1.2,,,,,1989,2012,,
3225,CA,Ormesa IH,50762,OE21,0,OP,ST,GEO,1.2,0.404," 4,245 "," 1,799 ",Distributed from 923 Generation And Fuel,1989,,,
3226,CA,Ormesa IH,50762,OE22,0,OP,ST,GEO,1.2,0.404," 4,245 "," 1,799 ",Distributed from 923 Generation And Fuel,1989,,,
3227,CA,Ormesa IH,50762,OE23,0,RE,ST,GEO,1.2,,,,,1989,2008,,
3228,CA,Ormesa IH,50762,OE24,0,OP,ST,GEO,1.2,0.404," 4,245 "," 1,799 ",Distributed from 923 Generation And Fuel,1989,,,
3229,CA,Ormesa IH,50762,OE25,0,OP,ST,GEO,1.2,0.404," 4,245 "," 1,799 ",Distributed from 923 Generation And Fuel,1989,,,
3230,CA,Ormesa IH,50762,OE26,0,RE,ST,GEO,1.2,,,,,1989,2012,,
3231,CA,Ormesa II,54724,OE10,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3232,CA,Ormesa II,54724,OE11,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3233,CA,Ormesa II,54724,OE12,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3234,CA,Ormesa II,54724,OE13,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3235,CA,Ormesa II,54724,OE21,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3236,CA,Ormesa II,54724,OE22,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3237,CA,Ormesa II,54724,OE23,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3238,CA,Ormesa II,54724,OE24,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3239,CA,Ormesa II,54724,OE25,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3240,CA,Ormesa II,54724,OE26,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3241,CA,Ormesa II,54724,OE27,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3242,CA,Ormesa II,54724,OEC1,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3243,CA,Ormesa II,54724,OEC2,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3244,CA,Ormesa II,54724,OEC21,0,OP,ST,GEO,12.0,0.399," 41,950 "," 17,775 ",Distributed from 923 Generation And Fuel,1989,,,
3245,CA,Ormesa II,54724,OEC22,0,OP,ST,GEO,12.0,0.399," 41,950 "," 17,775 ",Distributed from 923 Generation And Fuel,2007,,,
3246,CA,Ormesa II,54724,OEC3,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3247,CA,Ormesa II,54724,OEC4,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3248,CA,Ormesa II,54724,OEC5,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3249,CA,Ormesa II,54724,OEC6,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3250,CA,Ormesa II,54724,OEC7,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3251,CA,Ormesa II,54724,OEC8,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3252,CA,Ormesa II,54724,OEC9,0,RE,ST,GEO,1.2,,,,,1987,2007,,
3253,CA,Ormond Beach,350,1,1,OP,ST,NG,806.0,0.008," 57,536 "," 15,109 ",EIA-923 Generator File,1971,,,
3254,CA,Ormond Beach,350,2,1,OP,ST,NG,806.0,0.024," 171,259 "," 58,827 ",EIA-923 Generator File,1973,,,
3255,CA,Oro Loma,59915,ORCA,0,P,PV,SUN,20.0,,,,,2016,,,
3256,CA,Oroville Cogeneration LP,54477,GEN1,0,SB,IC,NG,1.1,0.003, 34 , 15 ,Distributed from 923 Generation And Fuel,1990,,,
3257,CA,Oroville Cogeneration LP,54477,GEN2,0,SB,IC,NG,1.1,0.003, 34 , 15 ,Distributed from 923 Generation And Fuel,1990,,,
3258,CA,Oroville Cogeneration LP,54477,GEN3,0,SB,IC,NG,1.1,0.003, 34 , 15 ,Distributed from 923 Generation And Fuel,1990,,,
3259,CA,Oroville Cogeneration LP,54477,GEN4,0,SB,IC,NG,1.1,0.003, 34 , 15 ,Distributed from 923 Generation And Fuel,1990,,,
3260,CA,Oroville Cogeneration LP,54477,GEN5,0,SB,IC,NG,1.1,0.003, 34 , 15 ,Distributed from 923 Generation And Fuel,1990,,,
3261,CA,Oroville Cogeneration LP,54477,GEN6,0,SB,IC,NG,1.1,0.003, 34 , 15 ,Distributed from 923 Generation And Fuel,1990,,,
3262,CA,Oroville Cogeneration LP,54477,GEN7,0,SB,IC,NG,1.1,0.003, 34 , 15 ,Distributed from 923 Generation And Fuel,1990,,,
3263,CA,Otay,52204,OTA1,0,OP,IC,LFG,1.8,0.779," 12,280 "," 5,128 ",Distributed from 923 Generation And Fuel,1986,,,
3264,CA,Otay,52204,OTA2,0,OP,IC,LFG,1.8,0.779," 12,280 "," 5,128 ",Distributed from 923 Generation And Fuel,1991,,,
3265,CA,Otay,52204,OTA3,0,OP,IC,LFG,3.3,0.779," 22,514 "," 9,401 ",Distributed from 923 Generation And Fuel,2006,,,
3266,CA,Otay,52204,OTA5,0,OP,IC,LFG,1.6,0.779," 10,916 "," 4,558 ",Distributed from 923 Generation And Fuel,2013,,,
3267,CA,Otay,52204,OTA6,0,OP,IC,LFG,1.6,0.779," 10,916 "," 4,558 ",Distributed from 923 Generation And Fuel,2013,,,
3268,CA,Otay Mesa Generating Project,55345,1-01,0,OP,CT,NG,198.9,0.644," 1,122,910 "," 481,010 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2009,,,
3269,CA,Otay Mesa Generating Project,55345,1-02,0,OP,CT,NG,198.9,0.644," 1,122,910 "," 481,010 ",Data from EIA-923 Generator File overwritten with distributed data from EIA-923 Generation and Fuel,2009,,,
3270,CA,Otay Mesa Generating Project,55345,1-03,2,OP,CA,NG,290.7,0.552," 1,404,835 "," 590,311 ",EIA-923 Generator File,2009,,,
3271,CA,Otoe Solar Power Generation Station 1 LL,58612,1,0,OP,PV,SUN,1.5,0.276," 3,629 "," 1,921 ",Distributed from 923 Generation And Fuel,2013,,,
3272,CA,Oxbow (CA),426,1,0,OP,HY,WAT,6.1,0.272," 14,509 "," 8,579 ",Distributed from 923 Generation And Fuel,1966,,,
3273,CA,Oxnard,50464,GEN1,0,OP,GT,NG,19.2,0.891," 149,801 "," 65,012 ",Distributed from 923 Generation And Fuel,1982,,,
3274,CA,Oxnard,50464,GEN2,0,OP,GT,NG,49.5,0.891," 386,204 "," 167,608 ",Distributed from 923 Generation And Fuel,1989,,,
3275,CA,Oxnard Paper Mill,57585,1,0,OP,GT,NG,29.0,0.799," 203,015 "," 88,106 ",Distributed from 923 Generation And Fuel,1986,,,
3276,CA,Oxnard Wastewater Treatment Plant,50224,7610,0,OP,IC,OBG,0.5,0.485," 2,123 ", 892 ,Distributed from 923 Generation And Fuel,1981,,,
3277,CA,Oxnard Wastewater Treatment Plant,50224,7710,0,OP,IC,OBG,0.5,0.485," 2,123 ", 892 ,Distributed from 923 Generation And Fuel,1981,,,
3278,CA,Oxnard Wastewater Treatment Plant,50224,7810,0,OP,IC,OBG,0.5,0.485," 2,123 ", 892 ,Distributed from 923 Generation And Fuel,1981,,,
3279,CA,P Plant,59456,P-TG4,0,OP,GT,NG,4.6,0.714," 28,789 "," 12,494 ",Distributed from 923 Generation And Fuel,2007,,,
3280,CA,P Plant,59456,P-TG5,0,V,GT,NG,4.6,,,,,2015,,,
3281,CA,Pacific Cruise Ship Terminals Berth 93,57309,1,0,RE,PV,SUN,1.1,0.165," 1,589 ", 841 ,Distributed from 923 Generation And Fuel,2010,2014,,
3282,CA,Pacific Oroville Power Inc,54469,GEN1,1,OS,ST,WDS,9.0,,,,,1985,,,
3283,CA,Pacific Oroville Power Inc,54469,GEN2,1,OS,ST,WDS,9.0,,,,,1985,,,
3284,CA,Pacific Rim Dairy Digester,59447,00001,0,OP,IC,OBG,1.0,,,,,2014,,,
3285,CA,Pacific Wind LLC,57757,1,0,OP,WT,WND,151.7,0.239," 317,093 "," 154,994 ",Distributed from 923 Generation And Fuel,2012,,,
3286,CA,Pacific-Ultrapower Chinese Station,50560,GEN1,1,OP,ST,WDS,25.0,0.615," 134,777 "," 52,052 ",EIA-923 Generator File,1986,,,
3287,CA,Painted Hills,50533,WGNS,0,OP,WT,WND,19.0,0.194," 32,333 "," 18,068 ",Distributed from 923 Generation And Fuel,1985,,,
